一	a
橋下	fmai
橋頭	fmaj
杵歌	fmaj
酷吏	fmaj
㯚	fmaj
𣘠	fmaj
𦉚	fmaj
𦉠	fmaj
轟動一時	fmak
專制政體	fmal
𣛈	fmal
𣡔	fmal
権	fman
梅爾	fmao
酷烈	fmar
𣛖	fmaz
霆	fmb
㭌	fmb
𣐅	fmb
𣒻	fmb
𣔫	fmbb
𣛆	fmbd
𣡸	fmbd
櫡	fmbm
模特兒	fmbn
酷熱	fmbo
轎夫	fmbo
𣕅	fmbr
橋墩	fmbs
櫄	fmbu
𢆨	fmbu
梃	fmby
𣛽	fmbz
栍	fmc
輪生葉	fmce
電動玩具	fmcl
植物馴化	fmcn
梅毒	fmcz
杽	fmd
軼事	fmdj
鬱抑	fmdr
鬱	fme
杄	fme
枡	fme
醉生夢死	fmea
棰	fmeb
橋藝	fmeb
𪲙	fmeb
檱	fmec
𣗍	fmec
杵	fmed
霉菌	fmej
零缺點	fmel
梅花	fmen
酸甜苦辣	fmes
橅	fmeu
醋罐子	fmey
醋罈子	fmey
酥	fmf
柇	fmf
𣔌	fmf
𣠓	fmfb
𣟔	fmfd
醺酣	fmfe
梅林	fmff
轎車	fmfk
模範省	fmfk
𪴧	fmfl
鬱鬱	fmfm
醺醺	fmfm
模範生	fmfm
橫生枝節	fmfm
酥軟	fmfr
酥酪	fmfr
橋梓	fmfs
橋樑	fmfv
梅雨	fmfv
橋	fmg
枖	fmgd
𣕊	fmgk
桥	fmgn
𣐪	fmgx
𣠹	fmgz
枆	fmh
𣠉	fmha
杔	fmhd
𣝕	fmhh
𣟢	fmhk
𣙖	fmhl
格物致知	fmhm
𣘷	fmhm
𪲘	fmhm
柞蠶	fmhr
棉毛衫	fmhw
棉毛褲	fmhw
𣜀	fmhz
栝	fmi
柞	fmid
松竹梅	fmif
橋劇	fmig
楀	fmil
柹	fmim
𪴓	fmin
橋上	fmiv
𣖯	fmiw
梴	fmiy
梏	fmj
椥	fmj
霉味	fmjb
杳無蹤跡	fmjj
𣞳	fmjk
𪳲	fmjk
橋	fmjl
㰏	fmjl
𩏴	fmjm
𪳤	fmjw
株	fmk
楿	fmka
𣞯	fmka
酷暑	fmkb
㮔	fmkb
梸	fmkd
專利權	fmkf
機動車	fmkf
電動車	fmkf
檀香木	fmkf
電動機	fmkf
𣙔	fmkf
專利品	fmkj
𪴡	fmkk
檀香山	fmkl
𣘺	fmkl
𣜤	fmkm
株	fmko
權利金	fmkp
輜重兵	fmkp
酷肖	fmkq
橈動脈	fmkq
椱	fmkr
專利性	fmku
機動性	fmku
專利法	fmkv
電動窗	fmkw
機動力	fmky
醺	fml
𣕻	fml
𣒰	fmlb
𣝶	fmle
專制國	fmlj
電氣用品	fmlj
桖	fmlk
梅山	fmll
電算系	fmlm
梅嶺	fmlo
禁制令	fmlo
𣞬	fmlo
𣞮	fmlw
概算書	fmlx
橇	fmm
𣑻	fmmb
鬱積	fmmc
𣡓	fmml
束手無策	fmmm
橇	fmmm
𣠊	fmmm
本年度	fmmt
霉氣	fmmy
𣛐	fmmz
枚舉	fmna
杵臼	fmnb
轎伕	fmnb
㮑	fmnb
橋身	fmnc
𣘧	fmnd
𣝁	fmne
專科學校	fmnf
輕重倒置	fmnl
𣠤	fmnl
橋牌	fmnn
相符合	fmno
植物學家	fmnw
酷似	fmnz
枚	fmo
𢻾	fmo
𣛩	fmoc
柣	fmod
束手待斃	fmok
㰀	fmok
𣠺	fmoo
𣟹	fmop
酥餅	fmou
杳無人煙	fmou
𣞬	fmow
𡯀	fmpk
𤓮	fmpu
酷愛	fmpw
𣔒	fmq
雷掣風馳	fmqc
𣏆	fmqd
𣒇	fmqd
𣟩	fmqg
櫤	fmqk
酥胸	fmqr
栴	fmqs
酰	fmr
𣟣	fmrc
𣠑	fmrc
㭠	fmrd
𣒇	fmrd
𣟩	fmrg
植物區	fmrh
㭚	fmrh
植物園	fmrj
𣙱	fmrj
𣛗	fmrj
橁	fmrk
植物界	fmrk
𣠱	fmrk
欑	fmrl
𪴙	fmrl
植物學	fmrn
植物人	fmro
鬱	fmrp
櫛比	fmrr
𣖰	fmrr
𣘵	fmrr
𣝳	fmrr
植物性	fmru
植物油	fmrv
𣖏	fmry
𪂜	fmrz
軼詩	fmsb
樦	fmsc
束手就擒	fmsd
𣞮	fmsl
杳無音信	fmsn
鬱卒	fmso
𣙫	fmsu
機動部隊	fmsy
酥麻	fmtf
𣓽	fmtr
𣔪	fmtr
𪳕	fmtr
楸	fmu
㭔	fmua
相知恨晚	fmuk
楸	fmuo
𣡅	fmuq
酥糖	fmut
𣝎	fmuu
𣜷	fmuw
霉爛	fmux
𣐰	fmuz
𣠘	fmve
酥油	fmvk
根管治療	fmvt
橋梁	fmvy
柉	fmw
𣝃	fmwb
株守	fmwd
查無實據	fmwd
酷寒	fmwe
株連	fmwf
𣞂	fmwl
𣠗	fmwl
霉運	fmww
櫷	fmwx
𪴌	fmwy
櫛	fmx
棅	fmxb
𪴅	fmxb
軼聞	fmxc
轎門	fmxd
𣡡	fmxd
𣒀	fmxi
𣙨	fmxi
𣠰	fmxk
松節油	fmxv
鬱悶	fmxw
櫛	fmxy
桘	fmy
𣏙	fmy
梅子	fmya
轎子	fmya
𪱿	fmya
輕氣球	fmyc
杚	fmyd
柂	fmyi
𣙭	fmyj
輸氣管	fmym
𣒴	fmym
電氣化	fmyn
𫞌	fmyq
𣛏	fmys
𪴚	fmyu
槌	fmyw
𣒤	fmyy
橋孔	fmyz
霉	fmz
𣏱	fmz
梅紅	fmzb
鬱結	fmzb
𣞫	fmzf
𣘜	fmzj
㮃	fmzm
𣙕	fmzm
棒委會	fmzo
輕重緩急	fmzr
𣏈	fmzs
靈敏度	fmzt
梅	fmzy
酷好	fmzy
零售	fn
楩	fna
榫頭	fnaj
𣒍	fnaj
霍爾	fnao
檢舉人	fnao
𣙾	fnaz
桕	fnb
𣐴	fnb
𣏴	fnbd
欖仁樹	fnbf
𣕕	fnbi
樵夫	fnbo
檓	fnbq
電化教育	fnbs
㮉	fnbu
霍地	fnbv
醜惡	fnbw
楻	fnc
椎髻	fncb
棉球	fncd
椴	fncq
杊	fnd
棩	fnd
輻射熱	fndb
零付款	fndb
雷射槍	fndf
醜事	fndj
榭	fnds
柎	fnds
輻射塵	fndt
輻射性	fndu
梧鼠技窮	fndw
雷射刀	fndy
輻射線	fndz
輻射能	fndz
榫	fne
椑	fned
榫	fned
𣔈	fned
棉花	fnen
棉帶	fnew
𣐾	fnf
𣛜	fnf
柏木	fnfa
𪳔	fnfa
柏樹	fnfb
槐樹	fnfb
柏林	fnff
東倒西歪	fnfg
𨑋	fnfg
霍霍	fnfn
李代桃僵	fnfn
槔	fng
𥖸	fng
𣞚	fngb
槔	fnge
𣘶	fnge
棉布	fngl
輔仁大學	fngn
栿	fngs
𣗬	fngs
𣞌	fngs
𣡿	fngu
林黛玉	fnhc
梍	fnhd
𣚙	fnhh
栰	fnhm
槪	fnhr
㭖	fnhs
椎	fni
㮅	fni
𧎀	fni
霓虹	fnib
醜劇	fnig
檇	fniy
槐	fnj
椺	fnjf
車牌號碼	fnjg
零售業	fnjk
零售點	fnjl
整個兒	fnjn
零售價	fnjn
雷射唱片	fnjn
𣔤	fnjo
雷射唱盤	fnjp
零售商	fnjs
零售店	fnjt
柏	fnk
𣇮	fnk
相片光碟	fnkg
棉田	fnki
木偶戲	fnki
楩	fnko
㯷	fnku
楾	fnkv
棉	fnl
𣑉	fnl
𣒦	fnl
棉	fnli
來自於	fnls
𣠪	fnlu
椎骨	fnlw
榫眼	fnlx
𣛘	fnma
栣	fnmb
西伯利亞	fnmb
𣘀	fnmp
㰃	fnmz
靃	fnn
棉條	fnni
𣓡	fnnj
醜化	fnnr
欆	fnnx
櫸	fnob
𣟱	fnoc
楰	fnod
𣔬	fnoe
查覺到	fnoh
醜行	fnoi
𣝼	fnol
𣟨	fnol
𪴤	fnol
欅	fnom
轉學生	fnom
𣙺	fnor
𣞛	fnor
㭡	fnos
𣠙	fnou
㰒	fnoy
𪴃	fnpg
棉質	fnpp
霍亂	fnpx
樹倒猢猻散	fnqq
霓	fnr
雷射印表機	fnrc
棿	fnrd
桦	fnre
樤	fnrf
霍然	fnrg
想像到	fnrh
想像成	fnrh
醜名	fnrj
想像中	fnrj
𣝼	fnrl
𣘀	fnrp
樇	fnrq
梎	fnrr
杹	fnrr
㮰	fnrr
𣓛	fnrr
𣔢	fnrr
𪳳	fnrr
焚化爐	fnru
𣚔	fnru
樬	fnrw
想像力	fnry
想像出	fnrz
檄	fns
𪲼	fns
醜語	fnsb
轉學證明書	fnsk
輕舉妄動	fnsm
電信節	fnsm
檄	fnsm
電化設備	fnsn
檄文	fnso
棉衣	fnsr
醜詆	fnsr
模倣性	fnsu
電位差	fnsu
本位主義	fnsu
電信局	fnsx
櫆	fnt
櫆	fnte
樵	fnu
相依為命	fnuo
樵	fnuo
𣛑	fnuo
橰	fnve
槹	fnve
柏油	fnvk
櫋	fnw
棲息地	fnwb
棲息處	fnwi
𣠗	fnwl
棉襖	fnwn
棲息所	fnwp
棉袍	fnwr
櫋	fnws
電傳視訊	fnws
棉褲	fnwt
棉被	fnwx
㮩	fnwz
𢜣	fnwz
𢡫	fnwz
醙	fnx
㭊	fnx
醜聞	fnxc
相片簿	fnxm
㮢	fnxm
㮴	fnxs
𣏘	fnxs
榫子	fnya
雪佛蘭	fnye
槜	fnym
梻	fnyn
醜陋	fnyz
相似者	fnzb
𣜌	fnzd
𣛻	fnzf
棉絮	fnzj
棉紗	fnzk
棉線	fnzn
醜態	fnzq
棉紙	fnzr
棉紡	fnzs
棉織	fnzs
棉繩	fnzw
電信總局	fnzx
來	fo
檢	foa
杞人憂天	foaa
𣘱	foad
𪌃	foae
䴲	foaf
䴿	foag
䵆	foag
零下	foai
零丁	foai
𣔥	foai
𪴺	foai
來頭	foaj
零頭	foaj
㭘	foaj
𠎙	foaj
雨後天晴	foak
棆	foal
𣛌	foal
本命年	foam
𪍢	foaq
整合性	foau
醜八怪	foau
𢆠	foau
零一	foav
枍	foaz
𣓚	foaz
𪋽	foaz
检	fob
𣐍	fob
礬土	foba
零二	fobd
𣡇	fobd
攀越	fobh
零工	fobi
𪌧	fobj
檢場	fobk
零賣	fobl
來者	fobm
來攻	fobm
機會均等	fobm
𣡜	fobn
麩	fobo
來勢	fobo
輪替	fobo
𣘊	fobo
𪍳	fobq
䴷	fobr
𪍙	fobr
𪒁	fobu
𪒅	fobu
检	fobv
零五	fobx
麮	fobz
來去	fobz
桧	fobz
栓	foc
零三	focd
樹欲靜而風不止	focg
雨後春筍	focm
𣡎	focm
檢驗	foco
𪍊	focr
輪班	focu
朲	fod
杁	foda
軟人才	fodd
輸掉	fodi
攀扯	fodi
輸入品	fodj
槍托	fodm
䴭	fodm
檢拾	fodo
攀折	fodp
攀援	fodp
輪換	fodr
輸入法	fodv
槍把	fody
覆蓋	foeb
來著	foeb
輪鞋	foeb
𪍪	foeb
橫衝直撞	foed
覆載	foef
松蕈	foef
麥芽	foeh
麥克	foej
麥苗	foek
𣛝	foel
松花	foen
零花	foen
麵茶	foeo
零散	foeq
零落	foev
來世	foev
檢索	foew
槍支	foex
𨤺	foex
槍靶	foey
𪌼	foez
楢	fof
松木	fofa
槍柄	fofa
檜木	fofa
松樹	fofb
榆樹	fofb
𡑀	fofb
𪍡	fofd
𪎄	fofd
松枝	fofe
攀枝	fofe
槍枝	fofe
輪轉	foff
松林	foff
樊	fofg
覆醢	fofg
輪椅	fofg
𥖎	fofg
𩕒	fofg
槍械	fofh
檢束	fofj
𪌶	fofj
檢查	fofk
來電	fofk
槍桿	fofk
覆車	fofk
輪軸	fofk
輸電	fofk
槍刺	fofl
𧢎	fofl
檢覈	fofn
松柏	fofn
檜柏	fofn
檢覆	fofo
雰雰	fofo
想得要命	fofo
鐢	fofp
𨪧	fofp
榝	fofq
檢核	fofs
覆校	fofs
覆核	fofs
覆轍	fofs
𪋤	foft
燓	fofu
橫行霸道	fofw
𢡟	fofw
槍擊	fofz
輪機	fofz
來札	fofz
𡡴	fofz
桸	fog
礬石	foga
𣝴	fogb
𪎀	fogb
礬	fogg
䫶	fogg
𫖺	fogg
蠜	fogi
𣒅	fogj
桸	fogl
𧢜	fogl
𪌹	fogl
攀	fogm
來歷	fogm
㮁	fogq
猌	fogs
零碎	fogs
木人石心	fogw
𨟅	fogy
𣑆	fogz
來勁	fohb
零七	fohd
機會成本	fohf
䴼	fohh
來到	fohk
檢到	fohk
輪到	fohk
來臨	fohm
𣛍	fohr
𪌖	fohx
𪌋	fohz
𪌝	fohz
桁	foi
𪍸	foig
𣘩	foii
䴴	foij
𪌷	foik
𪍕	foil
來此	foir
來處	foir
覆上	foiv
𪌏	foix
麫	foiz
柗	foj
槍口	foja
麵團	fojf
𪍽	fojf
零嘴	foji
來回	fojj
槍戰	fojj
𠻮	fojj
𠾂	fojj
𪌦	fojj
輪唱	fojk
麵	fojk
𪍷	fojl
𣗯	fojm
𪌸	fojm
𪍁	fojm
検	fojo
𪌭	fojq
𪍒	fojq
梲	fojr
來路	fojr
𪍺	fojr
輪圈	foju
䵄	foju
椧	fojy
㮝	fojy
𨟄	fojy
來日	foka
櫼	foka
零時	fokb
禁得起	fokb
𣙚	fokb
𨤭	fokb
𣠈	fokd
𪍈	foke
𪍵	foke
松果	fokf
䴹	fokf
𪍨	fokf
𪍤	fokg
𪍭	fokg
想得到	fokh
來由	foki
麥田	foki
麯	fokk
想入非非	fokk
㓼	fokk
𠞘	fokk
槍斃	fokl
䵀	fokl
零星	fokm
麨	fokm
𪌮	fokm
𪍉	fokm
𪍋	fokm
𪍖	fokm
𪍬	fokm
禁得住	fokn
橫征暴斂	foko
䵃	foko
𣐐	foko
𪍿	foko
𢒻	fokp
𪌯	fokq
𪍛	fokq
㯡	fokr
𪄭	fokr
輸水	fokv
桼	fokv
𣜴	fokw
來得及	foky
厀	foky
䣛	foky
𤳇	foky
零數	fokz
𪍣	fokz
𪍯	fokz
檢點	folb
零點	folb
攀岩	folg
𪍼	folj
檜	folk
零四	folk
松山	foll
𪌅	folo
𣠴	fols
零用	folv
槍眼	folx
𪍩	folx
麶	folz
檎	folz
覆	fom
𡑃	fomb
來生	fomc
槍手	fomd
松毬	fomd
攀升	fome
麥穗	fomf
梌	fomf
𪍚	fomf
𪌂	fomh
松竹	fomi
𪌟	fomi
零和	fomj
松香	fomk
𪌱	fomk
輸血	foml
𧢣	foml
來年	fomm
輪種	fomm
𪍘	fomm
𪎅	fomm
麵筋	fomq
𩻯	fomr
𪍙	fomr
樊籠	foms
樊籬	foms
榆科	fomt
𪍗	fomu
麥管	fomw
憗	fomw
來歸	fomy
麧	fomy
𪌤	fomy
檢舉	fona
松仁	fonb
槍身	fonc
輪值	fone
䴽	fone
輪休	fonf
麵條	foni
檢修	foni
零售	fonj
來自	fonl
零件	fonm
輪作	fonm
𪍅	fonr
來信	fons
覆信	fons
麥片	fonx
松鼠	fonz
麵	foo
覆命	fooa
零八	fooa
桽	foob
橫行介士	foob
㭫	foob
𪌴	foob
𤦃	fooc
輸入	food
來人	food
來	food
枞	food
槍殺	foof
橫坐標	foof
棥	foof
顂	foog
樅	fooi
𪲧	fooi
㭲	fooj
來得	fook
𣠬	fook
𤲝	fook
𪍲	fook
賚	fool
䚅	fool
𧡛	fool
𪍝	fool
雨傘節	foom
𢽟	foom
𣟺	foom
𣮉	foom
檢	fooo
麳	fooo
㯤	fooo
𠐇	fooo
𪍰	fooo
𪎂	fooo
麥	foor
椶	foor
鶆	foor
㯶	foor
來往	foos
𣏠	foos
𣏤	foos
逨	foow
𪍃	foow
零食	foox
麵食	foox
零分	fooy
覆盆	fooy
勑	fooy
郲	fooy
𠌊	fooy
軫	fop
要飯的	fopd
𪌳	fopd
松針	fope
零錢	foph
輸錢	foph
輪番	fopk
輪船	fopq
輪盤	fopq
零亂	fopx
𪌆	fopx
攀爬	fopy
覆舟	fopy
䴸	fopy
松雞	fopz
榆	foqk
槍膛	foqk
𪍍	foqk
𪍥	foqq
松脂	foqr
來月	foqv
𣒃	foqx
來犯	foqy
松膠	foqy
零九	foqy
輪胎	foqz
楡	foqz
麷	forc
䴶	forc
𪌞	forc
䵁	ford
𪍀	fore
麱	forf
𪌎	forf
䴬	forh
䴰	forh
𪌙	forh
𪋿	fori
𪌛	fori
𪍹	fori
𫜐	fori
𫝖	fori
𪌣	forj
𪌾	fork
𪍞	fork
麥角	forl
麲	forl
䴮	forl
𪌔	forl
𪌢	forl
𪍌	forl
𪍏	forl
𪌇	form
𪌐	form
𪌑	form
𪌗	form
𪌜	form
𪌩	form
𪍆	form
𪍴	form
𪌤	forn
𪍇	forn
䴯	foro
鬰	forp
𪌍	forp
𪌓	forq
麭	forr
𪋼	forr
𪌈	forr
𪌒	forr
𪌫	forr
𪌽	forr
𪍜	forr
格殺勿論	fors
𪌁	fors
𪍿	fort
麴	foru
𪌌	foru
𪌬	foru
䴳	forw
麬	forx
麵包	fory
𪋾	fory
𪌀	fory
𪌄	fory
𪌛	fory
槍	fos
輸入許可制	fosa
㙬	fosb
𪌘	fosc
檢討	fosd
攀親	fosf
概念車	fosf
覆試	fosh
覆亡	fosh
輸誠	fosh
𪙤	fosi
輸贏	fosj
䴺	fosj
來意	fosk
輪調	fosl
𣛉	fosl
𪍮	fosm
𫇒	fosn
來文	foso
覆文	foso
零六	foso
樧	fosq
䙪	fosr
𩻜	fosr
來訪	foss
來襲	foss
攀談	fosu
覆議	fosu
機會主義	fosu
來說	fosv
憖	fosw
橫行文字	fosw
𢠗	fosw
枔	fosx
檢方	fosy
輪充	fosz
𪱸	fotd
𪌉	fote
𪍎	fote
麵店	foti
檢疫	fotq
輪廓	fots
零度	fotv
𣑰	fou
配合情形	foua
䴾	foub
㮆	fouc
麵糊	foue
䴵	foue
松煙	fouf
𪍑	fouf
𫞋	foui
𪍶	fouj
輸糧	fouk
䵂	foul
來義	foum
麵粉	fouo
麥粉	fouo
槍炮	four
相得益彰	fous
椼	fov
槍法	fovb
松江	fovb
松濤	fovb
酗酒	fovf
麥酒	fovf
來源	fovg
覆滅	fovh
松油	fovk
檢測	fovl
𪌪	fovr
輪流	fovs
麥浪	fovs
𪌵	fovs
輪渡	fovt
覆沒	fovv
朳	fovv
槍決	fovx
零	fow
柃	fow
來賓	fowa
𪍂	fowb
敷衍塞責	fowc
檢定	fowd
𪍦	fowf
輸家	fowg
麥寮	fowg
𥖯	fowg
整人遊戲	fowi
輪迴	fowj
檢視	fowl
覆審	fowp
𪌡	fowq
來客	fowr
檢察	fowr
䴱	fowr
醉翁之意	fows
醉翁之意不在酒	fows
輸送	fowu
輸導	fowu
覆選	fowy
檢字	fowy
𪌰	fowy
槍案	fowz
𪍟	fowz
攀登	foxa
𣕖	foxb
欎	foxd
欝	foxd
𣘞	foxf
𪌊	foxg
零蛋	foxi
麩皮	foxi
𣔓	foxi
槍	foxj
梒	foxj
𪌺	foxj
來函	foxk
𪍄	foxk
𪌠	foxl
𪌻	foxl
檢肅	foxn
檢閱	foxo
棯	foxw
禁衛軍	foxw
𪌿	foxw
𣠫	foxy
枪	foy
松子	foya
麥子	foya
輪子	foya
栓子	foya
核分裂	foya
𡎼	foyb
枌	foyd
敷衍了事	foyd
椕	foyf
槍彈	foyj
輪架	foyj
麥加	foyj
𪌕	foyj
𧡽	foyl
𧷖	foyl
𪍮	foym
攀附	foyn
䳵	foyr
𪄪	foyr
𤍂	foyu
來了	foyv
愸	foyw
枪	foyy
㮬	foyy
㯓	foyy
𣬀	foyz
松	foz
𦉤	fozd
𪌚	foze
𪍐	fozf
輪狀	fozg
𧌻	fozi
𣖤	fozj
覆巢	fozk
𢃪	fozl
𣕆	fozl
檢收	fozm
麰	fozm
𥏳	fozm
麶線	fozn
麵線	fozn
𪎆	fozn
輸給	fozo
輸將	fozr
𩸝	fozr
𪁿	fozr
𪝗	fozr
松	fozs
枩	fozs
李後主	fozs
棇	fozw
𪍔	fozx
麪	fozy
輸出	fozz
輪姦	fozz
攀緣	fozz
𤕩	fozz
𪌥	fozz
相反	fp
栀	fpa
楊金欉	fpaf
𪲾	fpaj
𪲉	fpaj
𣖩	fpak
鬱金香	fpam
𣨗	fpar
輕金屬	fpax
栀	fpay
栃	fpay
梔	fpay
軟釘子	fpay
𣑂	fpaz
塹	fpb
𣔔	fpbn
塹壕	fpbs
板起	fpby
板球	fpcd
析	fpd
杉	fpd
𪲀	fpda
㭩	fpds
板擦	fpdw
楯	fpe
𣏸	fped
𣗒	fped
楯	fpel
斬釘截鐵	fpep
板蕩	fpev
榣	fpez
棌	fpf
椞	fpf
𣒡	fpf
杉木	fpfa
板本	fpfa
板材	fpfd
杉林	fpff
板車	fpfk
板橋	fpfm
𣙓	fpfp
柏金森氏病	fpfr
磛	fpg
𥓊	fpg
暫存	fpgi
𣛪	fpgo
楥	fpgx
𪳗	fpgx
蜤	fpi
榹	fpih
輪番上陣	fpiy
蹔	fpj
𠵍	fpj
暫別	fpjy
暫	fpk
晳	fpk
暫時	fpkb
橎	fpki
相貌堂堂	fpkk
暫歇	fpkr
板鴨	fpkr
𣛞	fpkv
暫且	fplc
㯒	fplr
板眼	fplx
𣓆	fpmb
櫾	fpmz
皙	fpn
槄	fpnb
暫借	fpne
暫候	fpni
板條	fpni
皙	fpnk
析爨	fpnl
𣟡	fpnl
板兒	fpnr
𣞠	fpnr
暫停	fpns
暫住	fpns
梹	fpo
暫行	fpoi
板斧	fpoo
𣞛	fpor
𣞡	fpor
機艙門	fpox
櫍	fpp
板金	fppa
櫍	fppl
棋盤形	fpqa
斬獲	fpqe
杯盤狼藉	fpqe
㮽	fpqx
露鋒芒	fpre
㭛	fprh
析解	fprl
析疑	fprm
橓	fprm
𣔙	fpro
暫留	fprs
𪁻	fprz
柝	fps
柧	fps
𣖅	fpse
木瓜樹	fpsf
暫離	fpso
木瓜溪	fpsv
𫞊	fpsy
斬首	fpun
枛	fpv
𣔋	fpvv
斬決	fpvx
暫定	fpwd
𣜬	fpwr
𪓫	fpwx
析字	fpwy
惁	fpwz
板	fpx
板凳	fpxa
相反地	fpxb
析居	fpxe
霍亂菌	fpxe
板書	fpxk
板畫	fpxk
檭	fpxo
𣘴	fpxo
𨧸	fpxp
相反詞	fpxs
板	fpxs
檼	fpxw
𣡨	fpxy
𣑮	fpy
𣔆	fpy
桴	fpya
板子	fpya
暫延	fpym
𣐧	fpys
𪳵	fpyu
𣑿	fpyy
榽	fpzg
斬妖	fpzm
桵	fpzm
暫緩	fpzp
析出	fpzz
擊	fq
𣏵	fqa
𣑲	fqal
橫膈膜	fqaq
𣝲	fqar
𪣖	fqb
𣏵	fqbd
𪳴	fqbz
机	fqd
杋	fqda
電腦擇友	fqdg
電腦排版	fqdn
枠	fqed
楓葉	fqee
𣑫	fqf
楓樹	fqfb
電腦軟體	fqfl
電腦輔助教學	fqfl
軌轍	fqfs
𣔷	fqgn
楓	fqi
電風扇	fqiw
東風吹馬耳	fqjc
軌距	fqjh
軌跡	fqjs
電腦中心	fqjw
𣑢	fqk
𡙚	fqkg
刺股懸梁	fqlv
𣝗	fqlw
軌範	fqmf
電腦看板	fqmf
電腦程式	fqmh
電腦筆記本	fqms
電腦合成樂	fqoh
枫	fqos
𩛳	fqox
電腦辭典	fqpl
棚	fqq
栅	fqqa
𪲊	fqqd
枬	fqs
𣏒	fqs
𪣖	fqsb
電腦語音處理	fqss
𣐠	fqss
電腦音樂	fqsz
電腦病毒	fqtc
㮳	fqug
梑	fquo
橳	fquy
楓港	fqve
櫛風沐雨	fqvf
枂	fqvv
𣏊	fqvv
軌道	fqwu
杸	fqx
𣘉	fqxj
軌	fqy
棚子	fqya
朹	fqya
𣏒	fqya
橡膠樹	fqyf
棚架	fqyj
橡膠園	fqyj
𣏫	fqym
西服店	fqyt
棴	fqyx
繫	fqz
靈丹妙藥	fqze
禁獵區	fqzh
電腦網路	fqzj
電腦繪圖	fqzj
電腦化	fqzn
電腦鼠	fqzn
樟腦丸	fqzq
樟腦油	fqzv
電腦展	fqzx
電腦斷層攝影	fqzx
格	fr
柳丁	frai
格正	frai
𣖑	frai
輓歌	fraj
𣛇	fraj
𣛋	fraj
相印證	fras
東印度	frat
𣓓	fraz
𣖣	fraz
𣖼	fraz
𣟓	frbg
𪲋	frbi
𣘤	frbk
賴比瑞亞	frcb
格鬥	frcc
桻	frci
軟玉	frcs
槰	frcw
𪳧	frcy
輓聯	frcz
𣑣	frds
柳葉	free
𣖑	frei
柳巷	freo
柳蔭	frey
𣘖	frf
桅杆	frfa
橡木	frfa
軟木	frfa
酩酊	frfa
𣒬	frfa
柳樹	frfb
橡樹	frfb
楷模	frfe
柳枝	frfe
雹霰	frfe
軟禁	frff
格林	frff
𣡴	frff
桅桿	frfk
酪酥	frfm
東鱗西爪	frfp
格格	frfr
軟梯	frfu
榴槤	frfw
𢠘	frfw
柳橙	frfx
枇杷	frfy
枸杞	frfy
酪酸	frfz
枸櫞	frfz
檐	frg
軟硬	frga
𣔹	frgm
軒然大波	frgv
飄忽不定	frgw
桅	frgy
軝	frh
𣏚	frh
格式	frhb
軟式	frhb
格致	frhm
輯印成書	frhx
格	frj
枸	frj
桰	frj
橡	frjg
軟顎	frjj
專名號	frjj
𥂌	frjl
𣕌	frjm
梚	frjr
𣝊	frjr
𪄎	frjr
櫓	frk
棔	frk
栒	frk
栺	frk
橹	frk
酌量	frka
𣕍	frkg
㭵	frki
𣓂	frki
𪴝	frkk
栎	frko
𪱾	frko
軟水	frkv
杜魯門	frkx
𣖆	frky
𪳥	frkz
賴	frl
桷	frld
𪲰	frlg
轉角處	frli
軟體	frlk
楷體	frlk
槝	frll
槇	frlo
㭥	frlo
電解質	frlp
𣞭	frlr
軟骨	frlw
柳	frm
桅竿	frma
桝	frmb
栙	frmb
榤	frmf
櫯	frmf
𣟤	frmg
軟毛	frmh
𣖑	frmi
軟和	frmj
㯯	frml
輸卵管	frmm
格物	frmr
𣏯	frms
𣛶	frmu
軟管	frmw
柳	frmy
𣠡	frmz
柳條	frni
軟化	frnr
格位	frns
軟片	frnx
軟	fro
杴	fro
格殺	frof
𣓌	froj
𣓗	frok
檐	fros
𣏯	fros
酪餅	frou
𪲨	frow
格律	frox
𣑤	froz
軟鐵	frpe
𣞗	frpk
𣒥	frq
柳腰	frqf
軟風	frqi
軟腳	frqo
橡膠	frqy
朼	frr
梐	frrb
格外	frri
𣜞	frrj
𦨀	frrm
楷	frrn
枇	frrr
𣗽	frrr
欃	frrs
栘	frrs
㭸	frrs
櫛比鱗次	frrt
㮲	frrz
杓	frs
柢	frs
杦	frs
𣏐	frs
格言	frsa
軟語	frsb
輓詩	frsb
軟膏	frsj
格調	frsl
杯觥交錯	frsp
橪	frsu
楤	frsw
桃色新聞	frsx
輓詞	frsy
酌辦	frsy
𣑈	frsy
柊	frt
枃	frtd
柊	frtd
槲	frte
東印度群島	frtx
西印度群島	frtx
椈	fru
酌情	fruc
𣟲	fruc
椈	fruf
酯類	frug
軟性	frum
軟糖	frut
柳營	fruu
轉危為安	fruw
栘	frv
楷法	frvb
酌酒	frvf
酌減	frvh
柳州	frvn
𩵴	frvv
枯魚之肆	frwc
酌定	frwd
𥖥	frwg
輓額	frwr
棦	frx
棦	frxb
𣠵	frxd
𣡱	frxd
橡皮	frxi
軟皮	frxi
𣝅	frxi
格外開恩	frxj
楷書	frxk
柳眉	frxl
𣘛	frxr
格局	frxy
𣛬	frxy
枊	fry
枹	fry
栁	fry
桞	fry
格子	frya
麵包樹	fryf
栬	fryi
榴彈	fryj
榴	fryk
橮	fryl
檞	frym
柳陰	fryo
軟弱	fryt
麵包店	fryt
麵包屑	fryx
樢	frz
㭤	frz
㮧	frza
