一	a
零用	folv
檎	folz
麶	folz
覆	fom
梌	fomf
权衡利弊	fomk
松香	fomk
憗	fomw
麧	fomy
检修	foni
零售	fonj
零件	fonm
松鼠	fonz
攀	foo
桽	foob
來	food
枞	food
枪杀	foof
棥	foof
横坐标	foof
顂	foog
樅	fooi
賚	fool
檢	fooo
麳	fooo
麥	foor
椶	foor
鶆	foor
逨	foow
郲	fooy
勑	fooy
榆	foqk
楡	foqz
麷	forc
零儿	ford
麱	forf
麲	forl
鬰	forp
枪毙	forr
攀比	forr
麭	forr
麴	foru
麬	forx
檎	fos
检讨	fosd
樧	fosq
机会主义	foss
攀谈	fosu
憖	fosw
枔	fosx
检疫	fotq
检阅	fotu
零度	fotv
覆盖	foul
松懈	four
枪炮	four
相得益彰	fous
椼	fov
检举	fova
酗酒	fovf
检测	fovl
覆没	fovv
朳	fovv
检波	fovx
零	fow
柃	fow
检察	fowr
攀登	foxa
松劲	foxb
欝	foxd
欎	foxd
西德马克	foxe
槍	foxj
梒	foxj
检录	foxk
检验	foxo
棯	foxw
松驰	foxy
枪	foy
枌	foyd
椕	foyf
桁架	foyj
枪弹	foyu
愸	foyw
枪	foyy
松	foz
麰	fozm
松	fozs
枩	fozs
棇	fozw
麪	fozy
相反	fp
栀	fpay
梔	fpay
栃	fpay
析	fpd
杉	fpd
板报	fpdy
木质素	fpec
楯	fpel
榣	fpez
棌	fpf
椞	fpf
板材	fpfd
楥	fpgx
板车	fphe
蜤	fpi
榹	fpih
晳	fpk
橎	fpki
杉篙	fpms
櫾	fpmz
皙	fpn
槄	fpnb
皙	fpnk
梹	fpo
櫍	fppl
橓	fprm
柝	fps
柧	fps
核反应堆	fptb
枛	fpv
惁	fpwz
板	fpx
板凳	fpxa
檭	fpxo
板	fpxs
核反应	fpxt
檼	fpxw
桴	fpy
板子	fpya
桴	fpya
榽	fpzg
桵	fpzm
析出	fpzz
机	fq
机型	fqae
机场	fqby
机动	fqbz
机	fqd
杋	fqda
枠	fqed
机警	fqer
机械	fqfh
机枪	fqfo
机构	fqfr
机要	fqfv
机车	fqhe
楓	fqi
机器	fqjj
机电	fqkz
机具	fqlo
机智	fqmj
机制	fqml
机身	fqnc
机体	fqnf
机件	fqnm
机伶	fqno
枫	fqo
机会	fqob
枫	fqos
棚	fqq
栅	fqqa
枬	fqs
机床	fqtf
机关	fqug
梑	fquo
橳	fquy
机油	fqvk
枂	fqvv
机遇	fqwk
机密	fqww
杸	fqx
机灵	fqxu
朹	fqy
棚子	fqya
棴	fqyx
机翼	fqyy
机组	fqzl
机能	fqzq
格	fr
格鲁吉亚	frba
桻	frci
槰	frcw
桅杆	frfa
楷模	frfe
构想	frfl
檐	frg
桅	frgy
格式	frhb
构成	frhv
酸处理	fric
格	frj
枸	frj
桰	frj
橡	frjg
构图	frjr
梚	frjr
橹	frk
櫓	frk
栺	frk
栒	frk
棔	frk
栎	frko
构思	frkw
核外电子	frky
赖	frl
桷	frld
槝	frll
槇	frlo
柳	frm
构筑	frmb
桝	frmb
栙	frmb
榤	frmf
櫯	frmf
柳	frmy
雾气	frmy
构件	frnm
杴	fro
檐	fros
橡胶	frqs
朼	frr
梐	frrb
柳条	frrf
格外	frri
楷	frrn
枇	frrr
欃	frrs
栘	frrs
杓	frs
杦	frs
柢	frs
橪	frsu
楤	frsw
枃	frtd
柊	frtd
槲	frte
酌情	fruc
椈	fruf
相比之下	frwa
构造	frwm
雹灾	frwu
棦	frxb
橡皮	frxi
格局	frxy
栁	fry
枹	fry
桞	fry
枊	fry
格子	frya
栬	fryi
榴	fryk
橮	fryl
檞	frym
构	frz
樢	frz
槇	frzo
构	frzs
校	fs
校正	fsai
檹	fsaj
堏	fsb
槠	fsbm
櫧	fsbm
柱	fsc
校长	fsch
梳理	fsck
梓	fse
欀	fser
榇	fsf
核查	fsfk
櫬	fsfl
榜样	fsfu
校样	fsfu
核桃	fsfv
核酸	fsfz
杧	fsh
酿成	fshv
櫳	fsi
棓	fsj
校园	fsjb
檩	fsjb
椋	fsjk
槁	fsjl
檁	fsjm
零部件	fsjn
本部门	fsjt
西方国家	fsjw
椁	fsjy
梈	fsjy
栐	fsk
檀	fska
橦	fskb
霎时	fskd
樟	fske
樴	fskh
樈	fskr
榱	fskr
櫰	fskr
檍	fskw
槞	fskz
柿	fsl
柿	fsli
樆	fslz
敷	fsm
核算	fsml
楌	fsmp
椸	fsmy
霁	fsn
橀	fsnl
醇化	fsnr
棭	fsnr
核讹诈	fsns
醉	fso
椊	fsoe
校舍	fsom
校	fsoo
棜	fsot
敷衍	fsov
杭	fsq
杭	fsqd
樟脑	fsqs
校外	fsri
查询号	fsrj
櫅	fsrn
橠	fsrr
术语	fssb
想方设法	fssv
标新立异	fssy
核准	fstn
柆	fsu
樀	fsul
术	fsv
酿酒	fsvf
杭州	fsvn
术	fsvv
朮	fsvv
述	fsw
楟	fswa
核定	fswd
檺	fswg
楴	fswl
酿造	fswm
鶐	fswr
榜	fsws
核实	fswt
核心	fswz
怸	fswz
怷	fswz
酿	fsx
桹	fsxo
樃	fsxq
核对	fsxv
校对	fsxv
榔	fsxy
枋	fsy
核子	fsya
柱子	fsya
橔	fsym
槨	fsyy
核	fsz
槒	fszk
椄	fszm
梳	fszn
核	fszo
核能	fszq
棛	fszq
西方经济	fszv
标准	ft
桩	ftb
西北地区	ftbh
榳	ftby
相应措施	ftds
横冲直撞	fted
枓	fted
樜	fteu
櫎	ftg
根状茎	ftge
柱状晶	ftgk
标准大气压	ftgm
榈	ftj
榈	ftjj
椎间盘	ftkp
栤	ftkv
极间电容	ftkw
椎间隙	ftky
槉	ftma
榳	ftmb
椨	ftnd
标准化	ftnn
标准件	ftnn
根瘤菌	ftre
栨	ftro
橷	ftrr
西北部	ftrs
櫥	ftud
楞次定律	ftwo
櫦	ftwr
樚	ftx
榶	ftxj
槺	ftxk
槦	ftxl
椩	ftxo
櫠	ftyq
样	fu
梯形	fuae
楼下	fuai
机关干部	fuas
柈	fub
栏	fubd
槎	fubi
样	fuc
机关事务管理局	fudr
栟	fue
粟	fuf
样本	fufa
栏杆	fufa
樽	fufd
楢	fufd
核糖核酸	fuff
橂	fufg
样板	fufp
样机	fufq
楼梯	fufu
栚	fugd
机关枪	fugf
檖	fugw
样式	fuhb
檆	fuij
楼上	fuiv
样品	fujj
櫿	fujj
机关团体	fujn
棁	fujr
椫	fuke
梯田	fuki
本单位	fukn
椪	fuku
様	fukv
覆盖面	fulg
橧	fulk
极为重要	fumf
檥	fumh
材料科学	fumv
杰作	funm
檤	funw
杰	fuo
榏	fuol
椾	fuqk
酌情处理	furc
橉	furm
核燃料	furu
樣	fusk
楼阁	futr
檨	futr
梯度	futv
橏	fuuj
榚	fuuo
棪	fuuo
楼房	fuws
橯	fuwy
槏	fuxk
梯	fuy
样子	fuya
梯子	fuya
橩	fuye
椦	fuym
梯队	fuyo
棬	fuyy
梯	fuyz
楼	fuz
楼	fuzm
杰出	fuzz
雨	fv
霈	fva
霥	fvag
靀	fvag
雫	fvai
霈	fval
霳	fvam
霨	fvbd
霌	fvbj
霊	fvbk
要地	fvbv
霆	fvby
雲	fvbz
雩	fvbz
霵	fvch
靊	fvci
要素	fvcz
要挟	fvdb
要事	fvdj
要求	fvdv
要按	fvdw
雸	fveb
根深蒂固	fvej
桃花	fven
霟	fveo
霬	fveo
霸	fveq
酬劳	fvew
霮	fvez
雬	fvf
霖	fvff
靐	fvfk
霜	fvfl
霦	fvfp
雨雪	fvfx
雼	fvg
颥	fvgg
顬	fvgg
震	fvgh
要不	fvgi
需	fvgl
雳	fvgy
霕	fvhz
要点	fvij
霑	fvij
雺	fvim
霝	fvjj
霣	fvjl
霹	fvjs
龗	fvjs
霻	fvju
霯	fvju
酃	fvjy
孁	fvjz
桫	fvk
雨量	fvka
霾	fvkb
霏	fvkc
雷	fvki
靁	fvkk
桫	fvkm
霄	fvkq
霭	fvkr
靄	fvkr
雨水	fvkv
靆	fvkw
要紧	fvkx
電	fvkz
霙	fvlg
雵	fvlg
鹴	fvlr
鸘	fvlr
霆	fvmb
霪	fvmb
雮	fvmh
靂	fvmi
靋	fvmi
要看	fvml
霱	fvml
霚	fvmm
酬答	fvmo
雭	fvms
雽	fvmu
雨季	fvmy
霉	fvmz
要么	fvmz
酬	fvn
栦	fvnd
檪	fvnf
霍	fvni
靅	fvnl
要件	fvnm
靃	fvnn
霓	fvnr
靍	fvnr
鸖	fvnr
靏	fvnr
杭州市	fvns
要命	fvoa
榉	fvob
樑	fvof
要得	fvok
﨔	fvom
靈	fvoo
要饭	fvop
零	fvow
要领	fvow
霗	fvow
雰	fvoy
霪	fvp
酬金	fvpa
霢	fvpr
靎	fvpr
霰	fvqm
要脸	fvqo
霡	fvqs
桃	fvr
桃	fvrd
露	fvrj
霿	fvrl
霺	fvrm
霽	fvrn
霷	fvro
雾	fvry
雹	fvry
霧	fvry
霅	fvs
霔	fvsc
靇	fvsi
整流器	fvsj
整流管	fvsm
酬谢	fvsn
霁	fvsn
雯	fvso
雨衣	fvsr
要注意	fvss
雴	fvsu
霒	fvsx
霠	fvsx
雱	fvsy
霎	fvsz
要闻	fvtc
霂	fvvf
霘	fvvl
雿	fvvr
要害	fvwc
霃	fvwr
靉	fvwr
霶	fvws
要道	fvwu
雪	fvxb
检波器	fvxj
霴	fvxk
靆	fvxk
霞	fvxx
霋	fvxz
桃子	fvya
要强	fvyj
霤	fvyk
霫	fvyn
霩	fvyy
霛	fvyy
霐	fvyz
靌	fvzl
桜	fvzm
霼	fvzm
要好	fvzy
鄠	fvzy
档案	fw
柠	fwai
槣	fwaj
樎	fwan
西宁市	fwas
棕	fwb
椌	fwbi
棕	fwbk
楦	fwbk
梡	fwbr
橽	fwbu
榨取	fwcx
椗	fwd
櫣	fwef
枕木	fwfa
棺材	fwfd
槤	fwfk
楎	fwfk
检察机关	fwfu
榕树	fwfx
榢	fwgq
棙	fwgs
櫏	fwgy
榁	fwhb
梿	fwhe
槴	fwjy
榊	fwki
檳	fwkl
檸	fwla
椬	fwlc
楄	fwld
檛	fwlj
櫶	fwlw
枦	fwm
柲	fwm
档案管理	fwmc
榨	fwmi
櫁	fwmi
榓	fwml
樒	fwml
相适应	fwmt
槌	fwmy
榷	fwn
榷	fwni
核心作用	fwnl
柼	fwo
棎	fwof
榕	fwoj
槟	fwp
槟	fwpo
枕	fwr
檫	fwrb
检察长	fwrc
槰	fwrc
枕	fwrd
楁	fwrj
柁	fwrr
检察院	fwry
棕色	fwry
椀	fwry
榟	fwse
榠	fwso
椖	fwsy
枕头	fwtg
醚	fwu
檖	fwug
檤	fwun
橣	fwwl
樋	fwxl
棺	fwy
杺	fwz
桉	fwzm
档案馆	fwzo
西安市	fwzs
档案局	fwzx
权	fx
橙	fxa
树干	fxae
楑	fxag
柽	fxb
雨层云	fxbb
楗	fxby
橍	fxc
橄	fxcm
树	fxd
椚	fxd
概括	fxdm
权势	fxdq
树	fxds
桪	fxds
根据	fxdx
椐	fxe
根基	fxeb
杻	fxed
榐	fxeh
椐	fxej
树苗	fxek
雪花	fxen
雪茄	fxey
根本	fxfa
树木	fxfa
壄	fxfb
树枝	fxfe
树林	fxff
霹雳	fxfg
橄榄	fxfk
欄	fxfl
雪橇	fxfm
树桩	fxft
概要	fxfv
懋	fxfw
櫇	fxgo
相对而言	fxgs
概	fxh
权威	fxha
根式	fxhb
楃	fxhb
根区	fxho
概	fxhr
柀	fxi
柕	fxim
核蛋白	fxin
楈	fxiq
桾	fxj
樳	fxjd
櫲	fxjg
櫚	fxjj
椲	fxjm
檘	fxjs
橙	fxju
橺	fxk
櫭	fxka
霞光	fxkg
樨	fxkm
榍	fxkq
概略	fxkr
棣	fxkv
椂	fxkv
楣	fxl
桶	fxld
雪山	fxll
雪崩	fxlq
樋	fxlw
楺	fxmf
楙	fxmf
根毛	fxmh
梶	fxmh
树种	fxmj
权利	fxmk
概算	fxml
橘	fxml
根系	fxmz
橚	fxnd
雪白	fxnk
根	fxo
雪人	fxod
树丛	fxoo
概念	fxos
橌	fxq
树脂	fxqr
欘	fxri
櫊	fxrj
櫩	fxrn
柅	fxrr
权	fxs
杈	fxs
雪亮	fxsj
概论	fxso
概诉	fxsp
树立	fxsu
相对误差	fxsu
概率	fxsv
检验证书	fxsx
概况	fxtj
根瘤	fxtr
棂	fxu
权益	fxuo
棂	fxuo
櫈	fxuq
树	fxv
根源	fxvg
相对湿度	fxvt
相对性	fxvu
相对数	fxvu
杩	fxvv
根治	fxvz
树冠	fxwb
概述	fxwf
相对速度	fxwt
梫	fxwx
橘	fxx
橻	fxxe
槡	fxxf
树皮	fxxi
杼	fxxi
权属	fxxm
棳	fxxx
椵	fxxx
榋	fxxx
楖	fxy
橘子	fxya
根子	fxya
梮	fxyj
权力	fxym
根除	fxyo
橃	fxyq
权限	fxyx
樼	fxyy
极	fy
李	fya
杍	fya
柌	fyaj
橢	fybq
极地	fybv
梛	fyby
朷	fyd
朰	fyda
极其	fyec
樄	fyfk
杨梅	fyfm
极板	fyfp
杨柳	fyfr
椭	fyg
极左	fygb
配套	fygc
极大	fygd
配有	fygq
椭	fygq
雷阵雨	fyhf
杝	fyi
杷	fyia
极点	fyij
枷	fyj
柖	fyj
椭圆	fyjj
极圈	fyju
要加强	fyjy
极少	fykm
极小	fyko
配置	fyle
朸	fym
梃	fymb
桗	fymf
梴	fymi
配种	fymj
配制	fyml
榌	fymn
极	fyms
槂	fymz
柫	fynd
配偶	fynk
配件	fynm
极化	fynr
杨	fyo
配合	fyoa
杨	fyod
樛	fyop
想办法	fyov
枷锁	fypk
配备	fyrk
配角	fyrl
配色	fyry
杒	fys
极端	fysl
梕	fysw
配方	fysy
极度	fytv
配料	fyut
核弹头	fyut
极为	fyuv
梞	fywz
極	fyxa
楗	fyxb
楹	fyxl
配对	fyxv
配	fyy
杞	fyy
极力	fyym
槢	fyyn
櫂	fyyn
栩	fyyt
榒	fyyt
极了	fyyv
极限	fyyx
栛	fyyy
杛	fyz
配给	fyzo
极好	fyzy
札	fz
梉	fzb
相结合	fzbo
酸根	fzfx
椽	fzg
桳	fzge
椮	fzgp
椽	fzgq
機	fzho
朻	fzi
蚻	fzi
欚	fzii
枱	fzj
酸味	fzjb
束缚电荷	fzke
樔	fzkf
椔	fzki
樌	fzlo
桙	fzmb
棉纤维	fzmz
酸值	fzne
檰	fznl
酸化	fznr
酸	fzo
槮	fzop
梭	fzor
桚	fzrs
棉纺厂	fzsg
札记	fzsy
棉纺织	fzsz
酸度	fztv
酸痛	fztx
横断面	fzug
酸性	fzum
札	fzv
酸洗	fzvm
本台消息	fzvn
札	fzvv
栂	fzy
梭子	fzya
酵母菌	fzye
紮	fzz
櫟	fzzf
棉纺织厂	fzzg
橼	fzzg
櫞	fzzg
柮	fzzi
柪	fzzy
要继续	fzzz
檵	fzzz
在	g
石	ga
硏	gaae
太平天国	gaaj
石鼓	gabj
石块	gabx
厉声	gabx
不可抗拒	gadd
不可抗力	gady
研	gae
矸	gaed
硎	gaek
石英	gael
揅	gaem
石蕊	gaew
砞	gaf
石棉	gafn
石板	gafp
石榴	gafr
石柱	gafs
硬碟	gage
不一而足	gagj
大无畏	gagk
石碑	gagn
不可否认	gags
石灰	gagu
碔	gahi
石匠	gahp
厅	gai
矴	gai
石蜡	gaie
有一点儿	gair
奇	gaj
砢	gaj
不可不	gajg
石器	gajj
不可能	gajz
硬	gak
歪曲	gakk
硬	gako
不可思议	gaks
硬是	gakv
石墨	galb
奇特	gamb
不可缺少	gamk
研制	gaml
硬币	gaml
厦	gan
硬件	ganm
硬化	ganr
石化	ganr
大型集装箱	gant
大型企业	gaok
歪斜	gaom
硬盘	gapl
歪风	gaqo
硬脂	gaqr
不可忽视	garw
研讨	gasd
石膏	gasj
硬朗	gasx
石刻	gasz
石头	gatg
厦门	gatl
硬度	gatv
砰	gau
砰	gaua
不平衡	gauo
石料	gaut
奇形怪状	gaut
太平洋	gauv
奇怪	gaux
奇数	gauz
有一天	gava
不一样	gavf
有一些	gavi
石油	gavk
有一个	gavo
不一定	gavw
厉害	gawc
不可逆转	gawh
奇遇	gawk
研究	gawq
不正之风	gawq
不可避免	gawr
奇迹	gaws
厨房	gaws
硬驱	gaxh
石壁	gaxj
奇观	gaxl
大豆蛋白	gaxn
厉	gay
厨子	gaya
石子	gaya
奇异	gaye
石阶	gayo
砙	gays
研习	gayt
奇妙	gazk
研发	gazv
左	gb
有增无减	gbat
硅	gbb
破土动工	gbbb
有志者事竟成	gbbd
磽	gbbg
不动声色	gbbr
不幸的是	gbdk
压抑	gbdr
奋起直追	gbew
大规模集成电路	gbfn
压榨	gbfw
硅酸	gbfz
原封不动	gbgb
夸大	gbgd
大起大落	gbge
左右	gbgj
左面	gbgj
大项目	gbgl
有声有色	gbgr
破坏性	gbgu
砝码	gbgx
大城市	gbhs
左	gbi
矼	gbi
大工业	gbik
硈	gbj
夸口	gbja
奈	gbk
夸耀	gbkg
压电	gbkz
碽	gblo
奢	gbm
左手	gbmd
压制	gbml
压倒	gbnh
在工作中	gbnj
硳	gbno
奢侈	gbnr
压低	gbnr
左倾	gbnr
硅片	gbnx
砆	gbod
大规模	gbof
有功人员	gboj
碐	gbor
硅钢	gbpl
碱土金属	gbpx
硅胶	gbqs
夸脱	gbqu
硓	gbrr
压	gbs
磕头	gbtg
夸奖	gbtr
礂	gbuj
硖	gbuo
破坏活动	gbvb
原地区	gbvh
硅油	gbvk
不走过场	gbwb
有志气	gbwm
压迫	gbwn
左边	gbwy
硣	gbya
夸张	gbyc
大专院校	gbyf
压强	gbyj
压力	gbym
磁场强度	gbyt
左翼	gbyy
砖	gbz
磕	gbzl
砖	gbzs
不动产	gbzs
砝	gbzs
垄断	gbzu
压缩	gbzw
套	gc
耷拉	gcds
硦	gce
有理有据	gcgd
大理石	gckg
礓	gckk
碛	gclo
磧	gclo
套种	gcmj
套筒	gcml
礮	gcoo
礟	gcoo
碃	gcq
厂长负责制	gcrc
砡	gcs
有理方程	gcsm
碼	gcu
套汇	gcvh
碶	gcyg
磝	gcym
碳素钢	gczp
碡	gczy
大	gd
丆	gdaa
	gdaa
大于	gdad
大型	gdae
大干	gdae
有据可查	gdaf
奇	gdaj
大哥	gdaj
大豆	gdaj
奯	gdak
奭	gdan
圶	gdb
奎	gdbb
夳	gdbd
左	gdbi
奝	gdbj
奈	gdbk
奢	gdbm
大夫	gdbo
大增	gdbu
大地	gdbv
大块	gdbx
大声	gdbx
大都	gdby
夸	gdbz
大专	gdbz
夽	gdbz
大王	gdca
耷	gdce
套	gdch
大麦	gdcr
夺取	gdcx
大肆	gdcx
夺	gdd
大事	gddj
大势	gddq
耐热	gddq
大批	gddr
大抵	gddr
夺	gdds
夲	gded
奔	gdee
不求甚解	gder
耐劳	gdew
逩	gdew
攲	gdex
夺标	gdfb
在技术上	gdfi
大桥	gdfm
大楼	gdfu
大雨	gdfv
大概	gdfx
大权	gdfx
大雪	gdfx
耐酸	gdfz
大厦	gdga
大厅	gdga
大大	gdgd
夶	gdgd
耐碱	gdgh
大面	gdgj
大雁	gdgn
大有	gdgq
猋	gdgs
大臣	gdha
大车	gdhe
大致	gdhm
奁	gdho
大成	gdhv
奆	gdhx
大叔	gdia
大卡	gdia
在	gdib
大卡	gdii
大战	gdij
大步	gdik
敧	gdix
存	gdiy
右	gdj
夻	gdj
戫	gdja
大国	gdjc
夺回	gdjj
辱骂	gdjj
奩	gdjj
剞	gdjk
奤	gdjk
大路	gdjr
欹	gdjr
鵸	gdjr
大中	gdjv
大量	gdka
大师	gdka
奲	gdke
奋	gdki
尞	gdkk
大小	gdko
夵	gdko
奛	gdkq
鹩	gdkr
鷯	gdkr
大业	gdku
大水	gdkv
遼	gdkw
奄	gdkz
大幅	gdla
夺目	gdla
大同	gdld
冇	gdld
大典	gdle
布	gdli
耐用	gdlv
大笔	gdmm
不择手段	gdmn
大气	gdmy
奅	gdmy
綔	gdmz
大使	gdna
奪	gdnd
夰	gdnd
夼	gdnd
大做	gdne
大体	gdnf
大修	gdni
奞	gdni
奮	gdnk
大作	gdnm
大伯	gdnn
夺魁	gdnt
大伙	gdnu
大片	gdnx
大会	gdob
大街	gdob
大人	gdod
頰	gdog
夺得	gdok
夾	gdoo
爽	gdoo
大爷	gdoo
大众	gdoo
耐热合金	gdop
鵊	gdor
鷞	gdor
郟	gdoy
大势所趋	gdpb
大兵	gdpo
耐热铸铁	gdpp
有	gdq
大凡	gdqd
大胆	gdqk
毻	gdqm
大风	gdqo
飙	gdqo
耐热钢	gdqp
奟	gdqq
大脑	gdqs
龓	gdqs
大腿	gdqw
迶	gdqw
遀	gdqw
郁	gdqy
大肠	gdqy
大象	gdrj
奓	gdrr
耐久	gdrs
奃	gdrs
大多	gdrv
太	gds
犬	gds
大计	gdse
大部	gdsj
大意	gdsk
盇	gdsl
盋	gdsl
大话	gdsm
飆	gdsq
大衣	gdsr
态	gdsw
迖	gdsw
迏	gdsw
大方	gdsy
冭	gdtd
耐磨	gdtf
大庆	gdtg
大门	gdtl
大将	gdtr
大半	gdub
羍	gduc
大米	gduf
耐烦	gdug
昚	gduk
盔	gdul
眘	gdul
耐性	gdum
大火	gduo
耐火	gduo
灰	gduo
大炮	gdur
大忙	gdus
大为	gduv
大河	gdva
大举	gdva
大江	gdvb
有的是	gdvk
大海	gdvm
奫	gdvn
有的人	gdvo
大洋	gdvu
大学	gdvw
大梁	gdvy
达	gdw
大写	gdwa
大宗	gdwb
夺冠	gdwb
大赛	gdwe
大家	gdwg
大连	gdwh
牵	gdwm
大选	gdwm
大户	gdwm
有求必应	gdwt
大道	gdwu
大字	gdwy
耐心	gdwz
友	gdxs
犮	gdxs
大局	gdxy
大陆	gdyb
夿	gdyi
夯	gdym
大力	gdym
耐力	gdym
大办	gdyo
大队	gdyo
鴺	gdyr
大院	gdyw
翃	gdyy
夷	gdyz
大红	gdzb
大拇指	gdzd
刳	gdzk
剦	gdzk
大纲	gdzl
大姐	gdzl
大嫂	gdzn
雄	gdzn
奒	gdzo
瓠	gdzp
大约	gdzr
鹌	gdzr
鵪	gdzr
匏	gdzr
鴮	gdzr
大娘	gdzs
厺	gdzs
厷	gdzs
大婶	gdzw
大妈	gdzx
大好	gdzy
郀	gdzy
尤其	ge
礞	geag
硝基苯	gebe
奔赴	gebi
奔走	gebo
不甘心	gebw
尤其是	geck
奔	gee
大革命	geeo
不甘落后	geep
碟	gef
礴	gefd
礡	gefd
礣	gehs
礶	gejn
奔跑	gejr
碏	gek
在世界范围内	geke
在世界上	geki
磺	geko
礍	gekr
碤	gelg
磌	gelo
礷	geml
奔向	genj
硴	genr
硔	geo
矿藏分布	geog
砹	geos
厮	gep
奔腾	gequ
礤	gerb
硭	ges
硭	gesh
奔放	gesm
石蕊试纸	gesz
礴	gev
奔流	gevs
奔波	gevx
礞	gew
磁带机	gewf
奔驰	gexy
碟子	geya
碪	gez
碟	gezf
礚	gezl
磡	gezy
不要	gf
砵	gfa
大本营	gfae
硫酸亚铁	gfap
硒鼓	gfbj
磦	gfbk
磗	gfds
磚	gfds
原材料	gfdu
碄	gff
礵	gffl
有根有据	gfgd
不需要	gfgf
礝	gfgl
不相上下	gfia
硒	gfj
有赖于	gfja
大西北	gfjt
大西洋	gfjv
硨	gfk
碴	gfka
磹	gfke
礌	gfki
厢	gfl
碳酸氢铵	gfmp
碳酸氢纳	gfmz
礭	gfni
有机化合物	gfno
有机化学	gfnv
大检查	gfof
硹	gfoz
有机物	gfqm
有机体	gfqn
有机肥料	gfqu
碴儿	gfrd
硅橡胶	gfrq
硅整流器	gfvj
不要紧	gfvk
在校学生	gfvm
不相适应	gfwt
礎	gfxi
太极拳	gfyu
碳酸氢	gfzm
硫酸铜	gfzp
原核细胞	gfzq
厂	gg
厈	ggae
厅	ggai
碕	ggaj
厌恶	ggak
大有可为	ggau
厉	ggay
砺	ggay
圧	ggb
硕士	ggba
厓	ggbb
厂址	ggbi
压	ggbs
黡	ggbu
黶	ggbu
厂长	ggch
大大的	ggdd
大大提高	ggds
厜	ggeb
厝	ggek
厮	ggep
磊落	ggev
厒	ggez
歴	ggfi
暦	ggfk
厙	ggfk
厢	ggfl
厯	ggfw
磊	ggg
碝	gggd
厐	gggm
厖	gggm
奋不顾身	gggn
厌	gggs
厭	gggs
厂矿	gggt
厔	gghb
厍	gghe
厊	gghi
厩	gghr
兏	ggig
厬	ggij
而不是	ggik
顾不得	ggio
大不了	ggiy
厪	ggjc
靥	ggjk
破历史最高纪录	ggjk
靨	ggjk
厂史	ggjo
厛	ggjp
厑	ggjr
厘	ggkb
厂里	ggkb
厞	ggkc
硕果	ggkf
願	ggkg
愿	ggkw
厚	ggky
硽	ggkz
厕	gglk
厠	gglk
厰	gglm
厧	gglo
厲	gglz
礪	gglz
硥	ggm
磿	ggmg
厇	ggmh
歷	ggmi
礰	ggmi
厏	ggmi
曆	ggmk
厤	ggmm
面面俱到	ggnh
原	ggnk
厡	ggnk
厵	ggnk
赝	ggnl
贋	ggnl
雁	ggnn
厦	ggnr
鴈	ggnr
太原市	ggns
厌倦	ggnu
大有作为	ggnu
硕	ggo
碩	ggo
仄	ggod
厂矿企业	ggok
硤	ggoo
磢	ggoo
厱	ggoo
大有希望	ggos
磭	ggq
矹	ggr
橜	ggrf
蟨	ggri
蹷	ggrj
劂	ggrk
贗	ggrl
鷢	ggrr
厎	ggrs
憠	ggrw
鳫	ggrz
厌	ggs
硺	ggs
壓	ggsb
厗	ggse
檿	ggsf
龎	ggsi
厣	ggsk
厴	ggsk
擪	ggsm
魇	ggsn
魘	ggsn
餍	ggso
饜	ggso
厯	ggss
厂商	ggsu
懕	ggsw
厂方	ggsy
嬮	ggsz
磷矿粉	ggtu
厨	ggud
励磁机	gguf
厌烦	ggug
石灰石	ggug
石灰水	gguk
石灰岩	ggul
不在乎	ggvm
存在着	ggvu
砳	ggvv
厂家	ggwg
厂房	ggws
厂子	ggya
顾	ggyg
頋	ggyg
历	ggym
厫	ggym
励	ggyy
厄	ggyy
砈	ggyy
厥	ggzr
厯	ggzt
勵	ggzy
辰	gh
碱	gha
碱	ghaj
磩	ghak
磁感应	ghat
不至于	ghba
碱式盐	ghbb
硜	ghbi
碱地	ghbv
辱	ghd
辱	ghds
鄏	ghdy
砗	ghe
硗	ghgr
碊	ghhm
蜃	ghi
砑	ghi
唇	ghj
砸	ghl
砸	ghli
礛	ghml
敐	ghmo
碱化	ghnr
奁	gho
脣	ghq
碱度	ghtv
磁感应强度	ghty
碱性	ghum
碱熔	ghuw
不切实际	ghwy
礥	ghxl
砌	ghy
砌	ghyd
砘	ghzi
不	gi
丕	gia
不干	giae
歪	giai
不正	giai
不可	giaj
不严	giak
不再	gial
不平	giau
不一	giav
邳	giay
不巧	giba
存款	gibb
不堪	gibe
不来	gibk
有些地方	gibs
不幸	gibu
不动	gibz
不理	gick
不静	gicq
不振	gidg
存折	gidp
不甘	gieb
在此期间	giet
不带	giew
不朽	gifa
不禁	giff
不需	gifg
存档	gifk
不想	gifl
不要	gifv
存根	gifx
不配	gify
嫑	gifz
不大	gigd
奀	gigd
不愿	gign
存在	gigv
不顾	gigy
不致	gihm
不成	gihv
砋	gii
不止	giii
不肯	giiq
否	gij
砧	gij
不足	giji
不只	gijo
硵	gijo
磠	gijo
有点儿	gijr
不时	gikd
不光	gikg
不少	gikm
不明	gikq
不易	gikr
不是	gikv
不当	gikx
有步骤	gikx
甭	gil
不周	gilb
不同	gild
甭	gild
盃	gilk
碵	gilo
不见	gilr
覔	gilr
不用	gilv
存贮	gilw
不等	gimb
不靠	gimj
不知	gimj
不和	gimj
不利	gimk
不算	giml
不符	gimn
顾此失彼	gimo
不移	gimr
不管	gimw
不乏	gimw
不使	gin
不便	gina
