一	a
虔诚	issh
螃	isu
螪	isul
蟀	isv
蝏	iswa
蠔	iswg
螃	isws
螂	isx
蜋	isxo
螂	isxy
蚄	isy
蚊子	isya
蚊媒	isze
蟀	isze
蜟	iszq
蚿	iszz
战斗	it
蚪	ited
蟅	iteu
战斗力	itey
蛇床子	itfy
虎头蛇尾	itix
虚度光阴	itky
螏	itma
旧病复发	itmz
上门服务	itqr
蠀	itrl
蠊	itux
蝷	ituz
螰	itx
止痛药	itxe
螗	itxj
上半年	iu
上情下达	iuaw
上半场	iubb
上半时	iubk
上半年	iubm
蛘	iuc
蝉联	iucu
蛢	iue
虚怀若谷	iueo
蝤	iufd
此情此景	iuik
蝉蜕	iuiu
蜕	iuj
蜕	iujr
蝉	iuk
蝉	iuke
蟻	iumh
蜕化	iunr
虚情假意	iuns
螠	iuol
蜣	iurd
蜕变	iusx
蟮	iuuj
雌性激素	iuvc
蠑	iuwf
蟧	iuwy
螊	iuxk
蜷	iuyy
蝼	iuzm
蜷缩	iuzw
螆	iuzz
上海	iv
上海市	iv
上天	ivag
上下	ivai
上列	ivar
上万	ivay
上工	ivbi
上来	ivbk
上场	ivby
上去	ivbz
上班	ivcu
上报	ivdy
上扬	ivdy
上杭	ivfs
上校	ivfs
上楼	ivfu
上面	ivgj
上虞	ivij
上回	ivjj
上图	ivjr
柴油机	ivkf
上映	ivkl
上当	ivkx
上周	ivlb
上岗	ivll
上山	ivll
上网	ivlo
上涨幅度	ivlt
上等	ivmb
上午	ivme
上升	ivme
上策	ivmf
上年	ivmm
上海市	ivms
上乘	ivmt
雌激素	ivnc
上任	ivnm
上牌	ivnn
上街	ivob
此消彼长	ivoc
上饶	ivoh
上行	ivoi
蝋	ivqb
上肢	ivqe
上月	ivqv
卢沟桥	ivrf
上旬	ivrk
上沃尔特	ivrm
上部	ivsj
上课	ivsk
上市	ivsl
上交	ivso
上诉	ivsp
上衣	ivsr
上访	ivss
上帝	ivsu
上装	ivtb
上头	ivtg
上冻	ivth
上门	ivtl
上次	ivtr
上浆	ivtr
上将	ivtr
上瘾	ivty
上前	ivuq
上海浦东发展银行	ivvh
上油	ivvk
上海	ivvm
上浮	ivvp
上游	ivvs
上流	ivvs
上学	ivvw
上演	ivvw
上涨	ivvy
上进	ivwb
上空	ivwb
上述	ivwf
上官	ivwy
上边	ivwy
上马	ivxa
上层	ivxb
上尉	ivxb
蟝	ivxf
上臂	ivxj
上届	ivxk
上书	ivxy
上阵	ivyh
上限	ivyx
上台	ivzj
上缴	ivzn
上级	ivzy
上述	iw
壑	iwa
忐忑	iwai
蝖	iwbk
旧社会	iwbo
蟽	iwbu
上进心	iwbw
螛	iwcj
蝊	iwd
柴达木盆地	iwfo
蜧	iwgs
螲	iwhb
蝙蝠	iwia
蜿蜒	iwiy
蛇口	iwja
螟	iwk
蠙	iwkl
螾	iwko
蝙	iwld
睿智	iwmj
凸透镜	iwmp
凹透镜	iwmp
卡宾枪	iwpf
蛇	iwr
蛇	iwrr
蜿	iwry
螟	iwso
蠅	iwx
螁	iwxo
虑	iwz
点心盒	iwzo
上层	ix
蛏	ixb
蜛	ixej
颅	ixg
蚗	ixgd
卢布	ixgl
龌	ixh
蚾	ixi
蚂蚱	ixim
蝑	ixiq
蚂蚁	ixis
蟳	ixjd
蜬	ixkz
蝞	ixl
蛹	ixld
颅内	ixlo
卢	ixm
蝚	ixmf
蟰	ixnd
蛝	ixo
颅腔	ixqw
肯尼亚	ixra
蠾	ixri
蚭	ixrr
蚇	ixs
颅部	ixsj
蚂	ixv
卢湾	ixvs
蚂	ixvv
螁	ixw
蝦	ixxx
步履艰难	ixxx
蝃	ixxx
蝍	ixy
上层建筑	ixym
步履维艰	ixzx
凹	iy
凸	iy
虸	iya
兕	iyar
虚张声势	iybd
蜓	iyby
虭	iyd
蟤	iyeo
卡那霉素	iyfc
蚓	iyi
虵	iyi
凹凸	iyia
蚆	iyia
蛁	iyj
凸显	iykk
蜢	iylk
虏	iym
蜓	iymb
蜒	iymi
蟉	iyop
点阵字库	iywt
凹	iyxa
蠗	iyyn
蛡	iyyt
蛠	iyyy
上级	iz
蝝	izgq
蟣	izho
虯	izi
蛑	izmb
蠟	izoz
螺纹钢筋	izpm
虬	izvv
蛛丝马迹	izxw
蚴	izz
螺丝帽	izzl
螺丝钉	izzp
螺丝刀	izzy
蚴	izzy
螺丝母	izzz
中	j
口	ja
饕餮	jaar
图形工作站	jabn
吁	jad
口才	jadm
图形控制	jadm
图形操作	jadn
口授	jadp
咞	jae
图形卡	jaei
囔	jaer
吴桥	jafm
贵校	jafs
吴	jag
吴	jagd
贵厂	jagg
呒	jagr
号码	jagx
叮	jai
吓	jaid
饕	jaio
中下游	jaiv
中下层	jaix
呵	jaj
口号	jaja
呵呵	jaja
吁吁	jaja
口味	jajb
贵国	jajc
吓唬	jaji
哽咽	jajj
嗝	jajl
口吻	jajr
叮咚	jajr
哣	jaju
口中	jajv
叮咛	jajw
叮嘱	jajx
哑	jak
贵省	jakm
听天由命	jako
哽	jako
哑	jaku
口水	jakv
叮当	jakx
贵	jal
口岸	jalg
贵贱	jalh
囇	jalt
吴县	jalz
别开生面	jamg
贵重	jamk
号称	jamr
口干舌燥	jamu
口气	jamy
嘎	jan
口传	janb
吴川	jand
口供	jane
口袋	janh
嘎	janh
咟	jank
嗄	janr
唡	jaoo
啢	jaoo
号令	jaow
口径	jaox
别无所求	japd
号兵	japo
贵所	japv
口腔	jaqw
口服	jaqy
贵处	jari
咧	jark
号角	jarl
口语	jasb
另一方面	jasg
贵站	jasi
贵部	jasj
口音	jask
贵族	jasm
吴旗	jasm
贵方	jasy
口头	jatg
呯	jaua
史无前例	jaun
口粮	jaus
另一种	javm
贵州	javn
另一个	javo
别无选择	jawd
口述	jawf
嘠	jawh
贵宾	jawp
嚘	jawr
啑	jaxi
贵局	jaxy
啛	jaxz
贵司	jaya
口子	jaya
号召	jayj
贵阳	jayk
咓	jays
贵院	jayw
号	jaz
號	jazi
图瓦卢	jazi
别无出路	jazj
贵姓	jazm
飸	jazo
鸮	jazr
鴞	jazr
嘕	jazu
哈瓦那	jazy
味	jb
园丁	jbai
喀土穆	jbam
围歼	jbar
哇	jbb
围墙	jbbe
嘵	jbbg
啩	jbbi
围攻	jbbm
园地	jbbv
味素	jbcz
围拢	jbdg
园艺	jbey
围棋	jbfe
园林	jbff
吐露	jbfj
围档	jbfk
围栏	jbfu
园区	jbho
叿	jbi
咭	jbj
嘟囔	jbja
嘻嘻	jbjb
嚋	jbjd
呋喃	jbje
围困	jbjf
唖	jbjk
哮喘	jbjl
唉声叹气	jbjm
噎	jbju
味	jbk
呩	jbk
咺	jbk
味	jbko
呼声最高	jbks
围巾	jbli
嗑睡	jblm
嗜睡	jblm
围网	jblo
唝	jblo
嗊	jblo
啫	jbm
中老年人	jbmo
因地制宜	jbmw
哧	jbno
嚇	jbno
唗	jbo
呋	jbod
围腰	jbqf
园	jbr
味儿	jbrd
嗜	jbrk
咾	jbrr
吐痰	jbtu
国土资源	jbtv
国土资源部	jbtv
国土资源厅	jbtv
啈	jbub
味精	jbuc
嘻	jbuj
嘭	jbup
另起炉灶	jbuu
噠	jbuw
吐	jbv
跨地区	jbvh
吐	jbvv
噎	jbw
味道	jbwu
围裙	jbwx
噁	jbwz
围垦	jbxb
唔	jbxj
围观	jbxl
围	jby
嘟	jby
哮	jbya
哋	jbyi
嘋	jbym
啞	jbz
围绕	jbzh
围剿	jbzk
嗑	jbzl
中专部	jbzs
呍	jbzs
呿	jbzs
嗜好	jbzy
国	jc
国歌	jcaj
国画	jcak
吹奏乐	jcar
唪	jcb
国土	jcba
唪	jcbi
呈示	jcbk
呈贡	jcbl
国境	jcbs
吸取教训	jcbs
国王	jcca
囁	jccc
国联	jccu
呈现	jccv
嘒	jccx
踌	jcd
足球场	jcdb
呈报	jcdy
哢	jce
咠	jce
咡	jce
呈献	jcel
中耳炎	jceu
国营	jcew
国药	jcez
国标	jcfb
国有	jcgq
中长跑	jchj
戢	jchm
踌躇	jcje
国别	jcjy
国界	jcko
啧	jcl
国内	jclo
啧	jclo
嘖	jclo
嗪	jcm
国籍	jcmc
国策	jcmf
嗪	jcmf
嚽	jcml
圆珠笔	jcmm
国税	jcmu
国债	jcnc
国优	jcng
国货	jcnr
国会	jcob
国徽	jcol
啨	jcq
国脚	jcqb
中青年	jcqm
唛	jcr
国外	jcri
国乐	jcrk
唛	jcrs
国务	jcry
喀麦隆	jcry
国语	jcsb
呈请	jcsc
听取意见	jcsl
国产	jcsm
国旗	jcsm
呈文	jcso
噖	jcsx
国庆	jctg
国库	jcth
国资	jctr
呈阅	jctu
嗎	jcu
国情	jcuc
国粹	jcus
中联部	jcus
呈	jcv
国法	jcvb
听取汇报	jcvd
呈	jcvv
呈现出	jcvz
逞	jcw
国宝	jcwc
国家	jcwg
国宴	jcwk
国宾	jcwp
国道	jcwu
蹑	jcx
嚖	jcxw
嗫	jcxx
国书	jcxy
郢	jcy
国际	jcyb
喫	jcyg
国民	jcyh
囓	jcyi
国力	jcym
嗷	jcym
国防	jcys
噄	jcyz
嗉	jcz
因	jd
囗	jdaa
咑	jdai
囸	jdai
圇	jdal
圚	jdal
爴	jdap
圕	jdbk
囲	jdbn
园	jdbr
圉	jdbu
圛	jdbu
围	jdby
囩	jdbz
囯	jdc
团长	jdch
圊	jdcq
国	jdcs
团聚	jdcx
因素	jdcz
团	jddm
団	jdds
另据报道	jddw
因故	jdej
固	jdej
鄂托克旗	jdes
鄂托克前旗	jdeu
困	jdf
圃	jdfb
團	jdfd
圑	jdfd
团校	jdfs
囨	jdgi
因而	jdgl
囿	jdgq
圂	jdgq
慁	jdgw
因式	jdhb
囤	jdhz
因此	jdir
回	jdj
國	jdja
啪啪	jdjd
团团	jdjd
团圆	jdjj
圖	jdjj
圗	jdjk
圙	jdjk
圆	jdjl
团员	jdjl
圓	jdjl
圍	jdjm
園	jdjr
圜	jdjr
迴	jdjw
廻	jdjy
中提琴	jdkc
囬	jdkd
因果	jdkf
囦	jdkv
逥	jdkw
廽	jdky
圌	jdlg
朙	jdlq
圐	jdls
团	jdm
囷	jdmf
因我	jdmv
因势利导	jdmy
团委	jdmz
啪	jdn
团体	jdnf
啪	jdnk
囮	jdnr
团伙	jdnu
囶	jdob
囚	jdod
囧	jdol
囵	jdor
圀	jdos
図	jdot
図	jdou
囹	jdow
哳	jdpd
吸热反应	jdpt
囫	jdro
欭	jdro
图	jdrt
吋	jds
圁	jds
哈拉雷	jdsf
团部	jdsj
团旗	jdsm
囥	jdsq
国事访问	jdst
啦	jdsu
唞	jdte
図	jdto
図	jduo
因为	jduv
圈	jduy
圏	jduy
因数	jduz
恩	jdw
恩	jdwz
囙	jdx
圄	jdxj
因子	jdya
囝	jdya
囻	jdyh
固执己见	jdyl
团费	jdyn
团队	jdyo
回报率	jdys
团结	jdzb
圞	jdzf
囼	jdzj
圔	jdzl
圎	jdzl
囡	jdzm
囜	jdzs
圝	jdzs
国营	je
蹒	jea
嗒	jeaj
嗬	jeaj
咁	jeb
嚡	jebb
叶城	jebh
嘆	jebo
叶块	jebx
囈	jebz
唭	jec
嘲弄	jece
叶	jed
固执	jedq
喷	jee
嘩	jeeb
哈萨克斯坦	jeee
喷	jeel
噴	jeel
嘲	jeeq
哈萨克族	jees
喷薄	jeev
鄙薄	jeev
喋	jef
囒	jefl
喷雾	jefr
中直机关	jefu
呆若木鸡	jefx
喏	jeg
吃苦耐劳	jege
喏	jegj
叶面	jegj
固原	jegn
固有	jegq
固态	jegs
叫苦不迭	jegw
鄙夷	jegy
叶轮	jeho
固	jej
咕	jej
喷口	jeja
嘶哑	jeja
喷吐	jejb
喃喃	jeje
喷嚏	jeje
哎呀	jejh
喷嘴	jeji
啚	jejj
中共中央	jejl
中共中央办公厅	jejl
嚆	jejl
嚾	jejn
蹒跚	jejq
咕噜	jejr
鄙	jejy
唠叨	jejy
哎哟	jejz
嘶叫	jejz
唶	jek
中草药	jeke
叶落归根	jekf
嗼	jekg
喵	jeki
中共党员	jekj
嘈	jekk
噶	jekr
喷水	jekv
喃	jeld
哈博罗内	jell
嗔	jelo
中南海	jelv
叶县	jelz
噧	jelz
嘲笑	jemm
哄笑	jemm
喷气	jemy
嗬	jen
哄传	jenb
喷射	jend
固体	jenf
喷泉	jenk
嚿	jenn
听其自然	jenr
固化	jenr
叶片	jenx
嚄	jenx
哄	jeo
嗏	jeof
哎	jeos
喷薄欲出	jeoz
嘶	jep
嘶	jepd
固镇	jepe
固若金汤	jepv
嘈杂	jeqf
固然	jerg
噶尔	jerk
囌	jerm
嚥	jeru
国营商业	jesk
嘲讽	jesq
躏	jet
喷头	jetg
喷灯	jeua
喷着	jeul
喷火	jeuo
喷粉	jeuo
嗔怪	jeux
喷灌	jeve
喷洒	jevf
喷漆	jevf
固沙	jevk
喷涂	jevo
喷涌	jevx
中世纪	jevz
嚏	jew
叫苦连天	jewa
国营农场	jewb
固定	jewd
固守	jewd
鄙视	jewl
唠	jewy
哱	jewy
嗦	jewz
固安	jewz
吱	jex
嚏	jexi
中英对照	jexk
团支部	jexs
吱	jexs
哄骗	jexw
团支书	jexx
呓	jey
叶子	jeya
呓	jeyd
哈萨克	jeye
固阳	jeyk
嘞	jeym
啿	jez
呭	jez
喋	jezf
嚔	jezi
囆	jezi
吐故纳新	jezs
喷发	jezv
中药房	jezw
固始	jezz
只要	jf
呠	jfa
别树一帜	jfal
啄木鸟	jfar
哺	jfb
嘌	jfbk
困境	jfbs
唒	jfd
困扰	jfdg
困苦	jfee
喖	jfej
吐露真情	jfeu
啉	jff
噤	jffb
囀	jffd
呆板	jffp
恩贾梅纳	jffz
嚅	jfg
嚅	jfgl
困惑	jfhj
中西医结合	jfhz
哂	jfj
喳喳	jfjf
槑	jfjf
中西医	jfjh
喇	jfjk
嘌呤	jfjo
喇叭	jfjo
嗽	jfjr
中西文	jfjs
喇嘛	jfjt
唓	jfk
喳	jfka
嘾	jfke
围档板	jfkf
呆账	jflc
嚯	jfn
嚯	jfni
唻	jfoo
嘜	jfor
唽	jfpd
哺乳	jfpy
恩格斯	jfre
因材施教	jfsb
哺育	jfsz
哺养	jfun
呆	jfv
呆滞	jfve
呆	jfvv
嗹	jfw
困难	jfxn
呆子	jfya
喓	jfzm
只有	jg
呸	jga
别有天地	jgab
跨	jgb
喹	jgbb
啀	jgbb
跨越	jgbh
咗	jgbi
跨境	jgbs
咵	jgbz
嗕	jgds
路不拾遗	jgdw
喯	jgee
跨栏	jgfu
嚈	jggs
吥	jgi
吃不开	jgia
固有频率	jgis
只不过	jgiw
跨国	jgjc
呖呖	jgjg
喕	jgjk
圆面积	jgjm
喱	jgk
喱	jgkb
喷砂机	jgkf
嘹	jgkk
跨省	jgkm
唵	jgkz
咘	jgli
中碳钢	jglp
喀布尔	jglr
别有用心	jglw
跨县	jglz
咙	jgm
哤	jgm
嚦	jgmi
跨入	jgod
国有企业	jgok
唊	jgoo
吃大锅饭	jgpo
哊	jgq
别有风味	jgqj
国有股	jgqq
喐	jgqy
啄	jgs
吠	jgs
呔	jgs
嘹亮	jgsj
国有资产	jgts
国有资产监督管理委员会	jgts
跨度	jgtv
蹶	jgu
咴	jguo
跋涉	jgvi
哒	jgw
跨进	jgwb
跨过	jgwd
跋	jgx
咦	jgy
中顾委	jgym
呖	jgym
呃	jgyy
咦	jgyz
噘	jgzr
吰	jgzs
跨出	jgzz
吨	jh
喊	jha
喊	jhaj
嘁	jhak
喴	jhaz
咥	jhb
哐	jhc
中医药管理局	jhem
喊醒	jhfk
跷	jhg
哓	jhgr
咬牙切齿	jhhi
呀	jhi
呕吐	jhjb
嘔	jhjj
践踏	jhjk
喊叫	jhjz
咂	jhl
咂	jhli
囕	jhll
践	jhm
中医药	jhme
囤积	jhmj
嚂	jhml
吨位	jhns
呕	jho
因式分解	jhor
距今	jhos
呕	jhos
噆	jhrk
距离	jhso
回转半径	jhuo
中成药	jhve
距	jhx
囤	jhz
噸	jhzg
吨	jhzi
啭	jhzs
足	ji
贵	jia
	jiaa
忠于	jiad
趶	jiad
贵干	jiae
趼	jiae
哶	jiae
噳	jiag
足下	jiai
咔	jiai
踶	jiai
跲	jiaj
踦	jiaj
跒	jiaj
噦	jiak
贵	jial
貴	jial
蹪	jial
踚	jial
蹜	jian
足坛	jibb
跬	jibb
跱	jibd
蹺	jibg
跊	jibk
踷	jibm
趺	jibo
跿	jibo
躂	jibu
嘘声	jibx
踺	jiby
踍	jiby
跨	jibz
躡	jicc
足球	jicd
踌	jicd
蹟	jicl
蹖	jicn
踳	jico
踙	jicx
踂	jicz
卟	jid
躇	jieb
蹕	jieb
踑	jiec
蹍	jieh
踞	jiej
跍	jiej
踖	jiek
躤	jiek
中英	jiel
贵南	jiel
踬	jiel
踲	jiel
躟	jier
蹠	jieu
踱	jiex
跂	jiex
踸	jiez
跇	jiez
蹲	jifd
踈	jifj
跴	jifj
躝	jifl
贵校	jifs
蹥	jifw
跖	jig
贵厂	jigg
嘴唇	jigj
踎	jigj
蹃	jigj
忠厚	jigk
噱	jigq
囐	jigs
忠贞不渝	jigv
跶	jigw
跪	jigy
踯	jigy
蹮	jigy
躚	jigy
跠	jigy
躑	jigy
唬	jih
跮	jihb
踁	jihb
跷	jihg
踐	jihh
践	jihm
中欧	jiho
距	jihx
趾	jii
躖	jiia
躆	jiig
趾	jiii
蹝	jiii
踮	jiij
跕	jiij
踄	jiik
忠贞	jiil
踽	jiil
跐	jiir
呫	jij
蹚	jijb
贵国	jijc
躊	jijd
躁	jijf
蹿	jiji
踀	jiji
踾	jijk
蹻	jijl
鹭	jijr
鷺	jijr
躃	jijs
蹬	jiju
嘘	jik
蹅	jika
踵	jikb
蹱	jikb
踔	jike
啅	jike
踝	jikf
蹴	jikg
嚬	jikg
踏	jikk
蹧	jikk
蹽	jikk
嚧	jikl
贵省	jikm
踃	jikq
嘘	jiku
噓	jiku
蹼	jiku
踧	jikx
嘴	jil
跙	jilc
踹	jilg
贵贱	jilh
踻	jilj
虽则	jilk
蹭	jilk
盅	jilk
躣	jiln
蹎	jilo
躧	jilt
遗	jilw
遺	jilw
踴	jily
忠县	jilz
呈上升趋势	jimb
蹂	jimf
跥	jimf
跃	jimg
忠告	jimj
踟	jimj
贵重	jimk
跦	jimk
蹫	jiml
跌	jimo
跣	jimr
趿	jims
嘑	jimu
踿	jimu
跹	jimw
趷	jimy
踒	jimz
踇	jimz
固步自封	jinb
跗	jind
雖	jini
踓	jini
跡	jino
躩	jinx
躥	jinz
趴	jio
啮	jio
嚙	jio
啮合	jioa
躔	jiob
踛	jiob
跧	jioc
贵人	jiod
贵德	jioe
踤	jioe
踨	jioi
蹤	jioi
跤	jioo
蹒	jioo
蹣	jioo
躎	jioo
跈	jiop
蹘	jiop
蹐	jioq
踆	jior
踜	jior
躨	jior
圆桌会议	jios
跉	jiow
跄	jioy
躐	jioz
踩	jipf
蹏	jipi
蹯	jipk
躓	jipl
蹈	jipn
跅	jips
贵所	jipv
啃	jiq
跀	jiq
跚	jiqa
跺	jiqf
踰	jiqk
嘴脸	jiqo
蹦	jiqq
跑	jir
蹡	jird
跸	jire
喍	jirf
虽然	jirg
中餐厅	jirg
蹞	jirg
贵处	jiri
躅	jiri
足够	jirj
路	jirj
跔	jirj
跞	jirk
嘴	jirl
躜	jirl
躦	jirl
蹸	jirm
躌	jirm
跭	jirm
躋	jirn
踢	jiro
踼	jiro
呲	jirr
跢	jirr
趵	jirs
踘	jiru
踭	jirx
跑	jiry
踠	jiry
忠言	jisa
跓	jisc
忠诚	jish
躘	jisi
贵部	jisj
踣	jisj
贵族	jism
躈	jism
跻	jisn
蹨	jisu
虽说	jisv
踉	jisx
趻	jisx
贵方	jisy
趽	jisy
踥	jisz
踱	jit
躏	jitn
蹗	jitx
蹲	jiu
蹉	jiub
跘	jiub
蹰	jiud
躕	jiud
跰	jiue
嚱	jiuh
踫	jiuk
蹢	jiul
躂	jiuw
躞	jiux
踡	jiuy
噛	jiuz
虽	jiv
贵州	jivn
贵溪	jivp
跳	jivr
虽	jivv
中	jivv
中上层	jivx
贵池	jivy
忠	jiw
踪	jiwb
蹥	jiwf
跶	jiwg
蹄	jiwl
蹁	jiwl
蹛	jiwl
跹	jiwm
贵宾	jiwp
贵客	jiwr
跎	jiwr
足迹	jiws
忠实	jiwt
蹆	jiwx
忠	jiwz
踺	jixb
趹	jixg
跛	jixi
踕	jixi
蹌	jixj
踊	jixl
躙	jixn
躪	jixn
跟	jixo
跜	jixr
跋	jixs
蹆	jixw
踗	jixw
蹑	jixx
贵局	jixy
贵司	jiya
嘴子	jiya
嘴巴	jiyi
跁	jiyi
跼	jiyj
跏	jiyj
蹓	jiyk
贵阳	jiyk
蹾	jiym
躍	jiyn
蹳	jiyq
遣	jiyw
贵院	jiyw
跽	jiyw
躚	jiyw
蹋	jiyy
躢	jiyy
蹹	jiyy
蹀	jizf
躒	jizf
蹊	jizg
跆	jizj
躀	jizl
贵姓	jizm
跩	jizm
足以	jizo
蹶	jizr
贵妃	jizy
踋	jizy
中国	jj
圆形	jjae
囫囵吞枣	jjaf
嘼	jjaj
嘳	jjal
哑口无言	jjas
中国政府	jjat
回味无穷	jjaw
鼉	jjaw
呼吁书	jjax
呺	jjaz
颚	jjb
中国地震局	jjbf
回来	jjbk
患者	jjbm
中国专利局	jjbm
中国工程院	jjbm
圆规	jjbo
中国工商银行	jjbs
噪声	jjbx
回声	jjbx
圆场	jjby
回去	jjbz
回击	jjbz
咢	jjbz
跨国界	jjck
嚴	jjcm
中国人	jjco
啯	jjcs
串联	jjcu
駡	jjcu
中国队	jjcy
咽	jjd
别别扭扭	jjdd
吹吹拍拍	jjdd
回扣	jjdj
回执	jjdq
中国投资银行	jjdt
回报	jjdy
辴	jjeg
戰	jjeh
囅	jjeh
品茶	jjeo
回敬	jjer
鷤	jjer
中国共产党	jjes
中国共产主义青年团	jjes
回落	jjev
鄲	jjey
中国核工业总公司	jjfb
器材	jjfd
呋喃西林	jjff
圆梦	jjff
器械	jjfh
吗啉呱	jjfj
鄂西	jjfj
劋	jjfk
回想	jjfl
氉	jjfm
品格	jjfr
圆柱	jjfs
中国标准技术开发公司	jjft
鄵	jjfy
器	jjg
中国有色金属工业总公司	jjgr
哭	jjgs
獸	jjgs
踌躇不前	jjgu
中国石油化工总公司	jjgv
中国石油天然气总公司	jjgv
回顾	jjgy
回转	jjhb
回车	jjhe
回到	jjhk
串	jji
哫	jji
圆桌	jjik
患	jjiw
品	jjj
串口	jjja
圆号	jjja
嘓	jjja
品味	jjjb
回味	jjjb
回国	jjjc
噪	jjjf
喿	jjjf
呋喃唑酮	jjjf
碞	jjjg
器	jjjj
嚣	jjjj
囂	jjjj
噐	jjjj
嚚	jjjj
嚻	jjjj
嘂	jjjj
咒骂	jjjj
嵒	jjjl
喦	jjjl
回响	jjjn
咽喉	jjjn
回路	jjjr
圆圈	jjju
中国国际贸易促进委员会	jjjy
中国国际贸易仲裁委员会	jjjy
中国国际信托投资公司	jjjy
咖啡壶	jjkb
單	jjke
嘽	jjke
咖啡厅	jjkg
中国少年先锋队	jjkm
喀喇昆仑山	jjko
品尝	jjkw
回归	jjkx
回电	jjkz
鼍	jjkz
圆	jjl
圆周	jjlb
器皿	jjlk
器具	jjlo
	jjlo
蹉跎岁月	jjlq
回见	jjlr
回用	jjlv
中国科技馆	jjmd
回升	jjme
中国科协	jjme
回笼	jjmg
品种	jjmj
回复	jjmk
圆筒	jjml
回答	jjmo
中国特色	jjmr
中国气象局	jjmr
中国科学院	jjmv
中国科学技术协会	jjmv
中国科学技术馆	jjmv
呼吸系统	jjmz
丳	jjnd
器件	jjnm
品牌	jjnn
品位	jjns
回信	jjns
中国作家协会	jjnw
中国保险监督管理委员会	jjny
中国人民	jjo
中国人民银行	jjo
呮	jjo
回合	jjoa
品德	jjoe
品行	jjoi
回行	jjoi
串行	jjoi
喇叭口	jjoj
跃跃欲试	jjos
中国人民解放军	jjoy
中国人民政治协商会议	jjoy
品质	jjpe
吡哌酸	jjpf
中国兵器工业总公司	jjpj
圆盘	jjpl
圆锥	jjpn
中国银行	jjpo
中国银行业监督管理委员会	jjpo
中国船舶工业总公司	jjpp
咒	jjq
叱咤风云	jjqb
咒	jjqd
回风	jjqo
呪	jjrd
品名	jjrj
器乐	jjrk
中国包装总公司	jjrt
圆谎	jjse
圆熟	jjsj
噪音	jjsk
回音	jjsk
中国证监会	jjsk
回旋	jjsm
回族	jjsm
中国商会	jjso
回访	jjss
中国证券监督管理委员会	jjsu
中国文学艺术界联合会	jjsv
中国交通银行	jjsw
患病	jjta
斝	jjte
回头	jjtg
串门	jjtl
因噎废食	jjto
咄咄怪事	jjud
中国烟草总公司	jjue
回首	jjun
回火	jjuo
回忆	jjuy
串	jjv
踌躇满志	jjvb
圆满	jjve
品酒	jjvf
中国汽车工业总公司	jjvh
中国汽车工业联合会	jjvh
团中央	jjvl
鄂州	jjvn
喌	jjvn
哭泣	jjvs
圆润	jjvt
中国海关	jjvu
吕	jjvv
吅	jjvv
中国海洋石油总公司	jjvv
圆浑	jjvw
吕梁	jjvy
患	jjw
中国农村发展研究中心	jjwf
吕宋	jjwf
回家	jjwg
圆寂	jjwi
中国农业银行	jjwk
中国农科院	jjwm
中国社会科学院	jjwo
咄咄逼人	jjwo
踏踏实实	jjww
回避	jjwx
串通	jjwx
圆通	jjwx
器官	jjwy
串案	jjwz
圆心	jjwz
嗯	jjwz
骂	jjx
回函	jjxk
患难	jjxn
郘	jjy
圆子	jjya
嚣张	jjyc
呼吸机	jjyf
回民	jjyh
唈	jjyi
哵	jjyk
中国民用航空总局	jjyl
中国建筑工程总公司	jjym
圆弧	jjyp
中国民主同盟	jjys
中国民主促进会	jjys
中国民主建国会	jjys
呼吸道	jjyw
中国红十字会	jjze
中国红十字会总会	jjze
咆哮如雷	jjzf
颚	jjzg
顎	jjzg
覨	jjzl
回收	jjzm
鹗	jjzr
鶚	jjzr
遌	jjzw
遻	jjzw
鄂	jjzy
卾	jjzy
回乡	jjzz
中国丝绸公司	jjzz
别	jk
呾	jka
踢开	jkae
哻	jkae
中小型机	jkaf
唱歌	jkaj
哩	jkb
吸尘器	jkbj
吸尘嘴	jkbj
哨声	jkbx
啡	jkc
踢球	jkcd
嘬	jkcx
嗶	jkeb
踝	jkf
唱票	jkfb
嗮	jkfj
踏板	jkfp
喝醉	jkfs
咣	jkgr
喂	jkh
呷	jki
呷	jkib
呻	jkic
路由器	jkij
踏步	jkik
踏上	jkiv
嘡	jkjb
吵嘴	jkji
噹	jkjk
唢呐	jkjl
呻吟	jkjo
吵嚷	jkjs
唱	jkk
噥	jkkg
嗢	jklk
唢	jklo
嗩	jklo
喁	jklz
吵	jkm
唱段	jknc
中小型	jkoa
中小企业	jkok
嚗	jkok
中小学	jkov
团小组	jkoz
喝彩	jkpf
唱盘	jkpl
哨兵	jkpo
哨	jkq
喟	jkq
圆明园	jkqj
唱腔	jkqw
喝	jkr
嚐	jkrk
啺	jkro
路易港	jkrv
喝	jkry
喅	jksu
唱词	jksy
唱头	jktg
吵闹	jkts
蹼	jku
噗	jkuc
嚉	jkud
因果关系	jkum
喂养	jkun
喝酒	jkvf
中小学校	jkvf
中小学生	jkvm
吸水率	jkvs
喷水池	jkvv
喷水孔	jkvy
踏进	jkwb
回归祖国	jkwj
口是心非	jkwk
踏实	jkwt
回归热	jkxd
唱戏	jkxh
嘢	jkxi
响当当	jkxk
回归线	jkxz
蹋	jky
吵架	jkyj
黾	jkz
嘍	jkzm
喂奶	jkzy
员	jl
国内形势	jlad
别具一格	jlaf
嗣	jlaj
中央政治局	jlav
呥	jlb
嘊	jlbb
员工	jlbi
啁	jlbj
圆周角	jlbr
